1000
0	11.9	-2.163667202e-12
1	11.7607997	-1.308880847e-12
2	11.62170428	1.784851562e-12
3	11.48272862	7.220808433e-12
4	11.3438876	7.458442707e-12
5	11.2051961	4.864961937e-12
6	11.06666897	1.917364461e-12
7	10.92832103	1.165638842e-12
8	10.79016713	-2.886045545e-13
9	10.65222212	-5.985268897e-14
10	10.51450076	4.755690757e-12
11	10.37701781	1.454777043e-12
12	10.23978809	7.585647226e-13
13	10.10282627	-2.731484612e-12
14	9.966147049	-3.436235279e-12
15	9.829765129	-4.294254892e-12
16	9.693695149	-5.956648583e-12
17	9.557951689	-7.810902301e-13
18	9.422549299	1.564090354e-12
19	9.287502529	3.628011046e-12
20	9.152825839	3.679915208e-12
21	9.018533689	1.219523114e-12
22	8.884640479	9.438805564e-13
23	8.751160519	2.288894902e-12
24	8.618108149	4.657499766e-12
25	8.485497529	5.666709912e-12
26	8.353342938	3.739402771e-12
27	8.221658418	7.09665834e-12
28	8.090458068	1.302547304e-12
29	7.959755898	-4.887024015e-12
30	7.829565858	-4.305180606e-12
31	7.699901778	-3.479095534e-12
32	7.570777488	-2.572120859e-12
33	7.442206728	-2.923260379e-13
34	7.314203148	1.29423365e-12
35	7.186780308	-2.309004956e-12
36	7.059951738	8.622606999e-13
37	6.933730878	-2.488029376e-12
38	6.808131048	-2.274233661e-12
39	6.683165508	1.455226429e-12
40	6.558847428	5.686763792e-12
41	6.435189948	5.922467108e-12
42	6.312205998	5.463867997e-12
43	6.189908508	1.64318241e-12
44	6.068310288	2.543978018e-12
45	5.947424028	1.095380042e-13
46	5.827262388	-1.12414079e-12
47	5.707837878	-2.281760888e-13
48	5.589162888	5.119862491e-12
49	5.471249718	1.495558884e-12
50	5.354110608	-7.438473087e-13
51	5.237757618	-4.547568549e-12
52	5.122202778	-6.678560204e-12
53	5.007457907	-2.84259547e-12
54	4.893534797	-2.891803311e-12
55	4.780445087	-1.05089076e-12
56	4.668200297	6.996164243e-12
57	4.556811827	4.282205712e-12
58	4.446290987	-3.106610146e-12
59	4.336648937	1.228847887e-12
60	4.227896717	2.211993605e-12
61	4.120045217	2.656324689e-12
62	4.013105237	2.961570594e-12
63	3.907087427	5.188169267e-12
64	3.802002317	6.612725055e-12
65	3.697860287	2.605768687e-12
66	3.594671627	-2.111218641e-12
67	3.492446417	-4.566779829e-12
68	3.391194647	-3.344897436e-12
69	3.290926157	4.550040175e-13
70	3.191650667	-9.459589698e-13
71	3.093377747	2.160426483e-13
72	2.996116757	-1.64924913e-12
73	2.899876997	-2.494994869e-12
74	2.804667617	-8.542840862e-13
75	2.710497527	-4.256590671e-12
76	2.617375607	-2.42578932e-12
77	2.525310527	2.021116611e-12
78	2.434310747	7.375783644e-12
79	2.344384697	9.325223079e-12
80	2.255540567	2.242439553e-13
81	2.167786397	1.093357802e-12
82	2.081130077	2.309622862e-12
83	1.995579377	4.680362314e-13
84	1.911141827	-2.022240078e-14
85	1.827824897	1.850124978e-12
86	1.745635787	2.771142987e-12
87	1.664581637	1.386133227e-12
88	1.584669317	-4.795854691e-12
89	1.505905607	-3.38455581e-12
90	1.428297107	-6.083122848e-12
91	1.351850207	-4.556106896e-12
92	1.276571207	1.090886175e-12
93	1.202466137	3.279848713e-12
94	1.129540937	7.493522955e-13
95	1.057801367	2.189411924e-12
96	0.9872529167	4.377026302e-13
97	0.9179010767	-5.044365528e-13
98	0.8497509767	-1.164810285e-12
99	0.7828077166	3.823157214e-12
100	0.7170761266	5.347926233e-12
101	0.6525609165	5.771473182e-12
102	0.5892665865	6.645080896e-12
103	0.5271974566	8.875387009e-14
104	0.4663576967	-5.218727561e-12
105	0.4067512967	-1.882480819e-12
106	0.3483820066	-2.273222541e-12
107	0.2912534566	-1.213793433e-12
108	0.2353690665	2.583973433e-13
109	0.1807321065	2.226711019e-13
110	0.1273456065	-2.413206493e-12
111	0.07521247651	-5.96493415e-12
112	0.02433541658	-4.193227148e-12
113	-0.02528308335	-2.786871521e-12
114	-0.07364068335	1.579369501e-12
115	-0.1207352534	7.619351227e-12
116	-0.1665648435	8.004700308e-12
117	-0.2111276236	9.661813706e-13
118	-0.2544220636	3.273107913e-12
119	-0.2964467535	1.65329361e-12
120	-0.3372004634	6.808208262e-13
121	-0.3766821733	2.013701731e-12
122	-0.4148910434	4.266926564e-13
123	-0.4518264135	2.548247191e-12
124	-0.4874878335	1.214692207e-12
125	-0.5218750036	-1.973931009e-12
